"gene","module"
"ZNF704","brown"
"FAM195A","green"
"C5orf35","turquoise"
"LOC100129884","grey"
"ANKRD50","purple"
"LOC400464","brown"
"SCD5","yellow"
"SCRG1","greenyellow"
"CABLES2","green"
"RNF150","grey"
"LYRM2","grey"
"MIR1-1","turquoise"
"HIST1H4B","pink"
"DGKB","brown"
"PGD","blue"
"LST1","blue"
"ZNF737","yellow"
"SMCR7","turquoise"
"TP63","yellow"
"PTGIR","blue"
"PCYT2","turquoise"
"OLR1","tan"
"C6orf174","black"
"INTU","brown"
"FAM123B","grey"
"HRSP12","turquoise"
"MBLAC2","turquoise"
"RASAL2","purple"
"GUSBP4","brown"
"GRIP1","grey"
"KCNE1","turquoise"
"TAF15","brown"
"CSH2","grey"
"NR2F2","grey60"
"EFCAB7","turquoise"
"SEMA3C","greenyellow"
"FAM89A","black"
"ZNF259","red"
"ACTB","blue"
"BEX4","brown"
"SNHG12","blue"
"C21orf45","grey"
"FAM54B","turquoise"
"SGSM1","turquoise"
"C6orf211","turquoise"
"MLXIP","blue"
"PROCR","blue"
"C15orf61","magenta"
"DUSP14","grey"
"CXCL1","lightcyan"
"GUSBL1","grey"
"AUTS2","greenyellow"
"PIGW","red"
"IFI27L2","brown"
"C15orf28","grey"
"CLEC4F","yellow"
"OSBPL10","greenyellow"
"CCL13","tan"
"RBFOX1","magenta"
"NXN","green"
"TTPAL","red"
"EFCAB6","brown"
"FN3K","turquoise"
"TRPC1","brown"
"CMIP","blue"
"PLGLA","grey"
"KIAA0141","brown"
"BCKDHB","turquoise"
"SHANK3","grey"
"FGF5","green"
"COL28A1","grey"
"UNC80","brown"
"JAG1","grey60"
"LOC100288884","grey"
"NUDT13","grey"
"SH3BP5","blue"
"INPP5D","tan"
"C14orf28","brown"
"URB2","red"
"KIAA1826","purple"
"C12orf23","purple"
"OR4N4","grey"
"FLJ43681","grey"
"TSPAN14","green"
"MYADM","red"
"CDC26","green"
"ITGA7","grey"
"KLF11","grey"
"DPY19L4","turquoise"
"ATP6AP1L","brown"
"C8orf44","brown"
"BRP44L","turquoise"
"FAM160A1","turquoise"
"SELS","red"
"ACER2","grey"
"TOMM40L","magenta"
"TUBA3C","green"
"DPP3","red"
"FLJ32742","grey"
"CTNNBIP1","magenta"
"SEC61G","red"
"ATG14","brown"
"PPP1R9A","turquoise"
"LOC91316","grey"
"SNORA59A","grey"
"TUBB6","red"
"NOP16","red"
"ALPK1","blue"
"FBP1","blue"
"PTP4A1","red"
"OR7E154P","brown"
"C3orf59","purple"
"NTN4","turquoise"
"CSRP1","grey60"
"RGS9BP","magenta"
"PHLPP2","purple"
"ABCA11P","brown"
"HSPA1L","grey"
"ANKS1B","greenyellow"
"SLC16A13","grey"
"LSP1","yellow"
"TSPAN32","turquoise"
"FADS1","blue"
"TMEM97","grey"
"AMOTL2","grey"
"RAPGEF5","grey"
"ATG10","brown"
"RPLP0","blue"
"ZNF501","brown"
"IGF2BP2","red"
"DGKE","brown"
"CA5BP","green"
"DEGS1","green"
"DTWD1","grey"
"BPHL","brown"
"DUSP7","green"
"PFDN4","brown"
"PTCD2","turquoise"
"SYTL5","brown"
"ZNF83","yellow"
"AGA","grey"
"ZDBF2","grey"
"SERF2","pink"
"ESRRB","turquoise"
"CNIH4","red"
"HSPA5","red"
"IGF1R","purple"
"CYB5R2","blue"
"ADCY6","turquoise"
"USP2","magenta"
"MOBKL3","turquoise"
"EPHB4","green"
"LOC100133746","grey"
"CLDN11","black"
"PPP1R13B","magenta"
"FLJ25715","grey"
"SLC35D1","brown"
"SUPT3H","purple"
"MYOZ3","grey"
"PGBD5","turquoise"
"SLC12A7","turquoise"
"CDH13","grey"
"AMZ2P1","brown"
"KRT18","grey"
"SNORA70","blue"
"RPS5","blue"
"LTBP1","brown"
"FAM131C","grey"
"CPXM1","black"
"ALDH6A1","brown"
"MMP11","grey"
"RNF165","turquoise"
"FERMT1","yellow"
"SETBP1","yellow"
"UPF3B","grey"
"RUNX1T1","brown"
"PPIL1","magenta"
"TMEM135","yellow"
"EXOC6B","brown"
"ELFN1","turquoise"
"DDX55","grey"
"SLAIN1","brown"
"GAS1","black"
"ANXA4","greenyellow"
"LOC100170939","grey"
"MRPS33","turquoise"
"ACTR6","brown"
"RPS6P6","grey"
"ZNF772","turquoise"
"FANCF","grey"
"TMEM173","brown"
"TANC1","turquoise"
"C6orf225","turquoise"
"MYLK","grey60"
"FANCM","brown"
"CSRP2","grey"
"RCVRN","grey"
"ZNF275","grey"
"ZNF300","greenyellow"
"HIVEP2","purple"
"HSPC157","grey"
"ODZ1","yellow"
"SNORA55","pink"
"SNX16","grey"
"ANO5","turquoise"
"CEACAM19","red"
"KCNIP3","green"
"KRAS","red"
"MIR27A","grey"
"C1orf110","brown"
"PROK1","grey"
"ARMC2","brown"
"TTC12","brown"
"LIPN","pink"
"TRIM69","turquoise"
"ASNS","red"
"ABCE1","red"
"LY86-AS","grey"
"FAM69A","black"
"NUDCD2","grey"
"C9orf172","grey"
"RNF148","grey"
"MMP14","grey60"
"DOT1L","red"
"SRGAP1","blue"
"MALL","blue"
"NPC2","greenyellow"
"SRXN1","red"
"TMEM106C","turquoise"
"ZNF14","brown"
"NPR1","black"
"LRRC37A2","grey"
"UBE2T","green"
"PPP1R3A","turquoise"
"NCALD","grey"
"RPL11","pink"
"KRT6B","grey"
"OR2AE1","grey"
"TMEM223","magenta"
"VCL","green"
"SNORD38A","grey"
"LTBP3","yellow"
"KIAA0020","red"
"ACRC","grey"
"MRPS36","turquoise"
"PIK3CG","tan"
"BVES","grey"
"SCGBL","turquoise"
"FAM23A","green"
"SLC24A3","black"
"PITPNM2","green"
"COL4A3","yellow"
"LILRB5","blue"
"LOC220594","grey"
"MANEA","blue"
"SGMS2","red"
"DBC1","yellow"
"C11orf75","green"
"NUDT6","turquoise"
"MR1","tan"
"TRIM8","green"
"PPARGC1A","turquoise"
"NCEH1","magenta"
"BLID","greenyellow"
"SNX31","grey"
"ACER3","blue"
"PTCH1","grey"
"B3GNT1","turquoise"
"NFYB","green"
"ZNF493","brown"
"LGALS9C","blue"
"CBX7","turquoise"
"FLJ39632","yellow"
"TP53","blue"
"TMEM189","green"
"PECAM1","blue"
"PAFAH1B2","grey"
"SIRT3","turquoise"
"C19orf47","green"
"ANKRD6","turquoise"
"CLDN5","grey"
"EVC","yellow"
"VWF","salmon"
"SLC2A4","turquoise"
"PLEKHH1","magenta"
"LASP1","grey60"
"POT1","turquoise"
"OGFRL1","tan"
"ZNF187","brown"
"HCN4","grey"
"FLJ44790","turquoise"
"FGF2","black"
"ZNF233","turquoise"
"SDPR","turquoise"
"C19orf28","blue"
"NDUFA8","turquoise"
"HHATL","turquoise"
"TUBBP5","green"
"PDE4A","magenta"
"XRCC2","turquoise"
"WDR35","brown"
"KLHL6","blue"
"YEATS4","grey"
"MPV17L2","green"
"EBP","magenta"
"C9orf91","blue"
"MRPS12","green"
"ZNF593","red"
"ACP6","turquoise"
"LARGE","green"
"GNG11","yellow"
"HMOX1","blue"
"RP2","blue"
"C13orf29","grey"
"TEK","grey"
"LOC554249","brown"
"ACTR3C","grey"
"PLD6","magenta"
"SLC25A14","grey"
"PTPRF","black"
"TMX4","green"
"GLUL","cyan"
"ELTD1","blue"
"CHCHD7","turquoise"
"SLC39A14","green"
"RGR","magenta"
"OR3A3","grey"
"PRUNE","turquoise"
"SNRNP40","grey"
"MTERFD3","turquoise"
"PLEKHG2","grey"
"CDC42EP2","blue"
"TMEM229B","grey"
"CTTNBP2","black"
"ARIH2","turquoise"
"DND1","grey"
"PPAPDC3","turquoise"
"FOXO3","grey"
"COQ3","turquoise"
"CMTM3","blue"
"KLHL2","red"
"SEC16B","turquoise"
"PPIL3","turquoise"
"PTPN21","brown"
"CNKSR2","yellow"
"C20orf165","turquoise"
"HOXB4","grey"
"KRBA1","grey"
"SORBS2","brown"
"KIAA0922","brown"
"TUBB2A","blue"
"PIK3C2B","grey"
"C1orf54","yellow"
"IL10","blue"
"ZNF45","grey"
"BCL2A1","blue"
"CENPI","grey"
"RPL13","red"
"ME2","turquoise"
"FOXO4","magenta"
"SOX5","black"
"MTSS1L","green"
"LY6E","blue"
"FAM115A","turquoise"
"TMEM30B","yellow"
"CD63","red"
"C1orf156","grey"
"ZNF546","brown"
"HIST2H2AB","grey"
"NIPAL3","turquoise"
"TRIM66","yellow"
"HAND2","turquoise"
"IGLON5","grey"
"CCL3","grey"
"FEZ1","grey"
"OR2A4","black"
"THRB","brown"
"WDR19","salmon"
"IFIH1","midnightblue"
"PPP2R3B","turquoise"
"C21orf33","turquoise"
"CXorf64","grey"
"PRDX5","turquoise"
"GPR75","red"
"KIAA1324L","yellow"
"C12orf60","turquoise"
"TRPM7","grey"
"FLJ38668","grey"
"FGD4","grey"
"MGC39584","grey"
"ATP2B4","purple"
"DDR2","yellow"
"ZNF827","brown"
"MORN2","turquoise"
"GPR64","blue"
"TJP2","turquoise"
"ZNF607","brown"
"STXBP2","blue"
"HAAO","yellow"
"PNMT","grey"
"CFL2","purple"
"OBP2A","pink"
"FASTKD1","turquoise"
"TLR8","blue"
"TAF1B","blue"
"ICA1","grey"
"ADCY4","grey"
"PKIA","turquoise"
"MLX","turquoise"
"IRX4","green"
"TMEM186","turquoise"
"FITM2","turquoise"
"CLIP3","yellow"
"RAB38","blue"
"FAM70B","blue"
"HRC","turquoise"
"CDK14","blue"
"PLA2G15","grey"
"PKNOX2","blue"
"RPL21P44","grey"
"LOC338799","grey"
"ELF4","blue"
"ABHD11","turquoise"
"SOX9","purple"
"NCAPG2","grey"
"IKZF1","blue"
"ZDHHC13","green"
"GOLGA8IP","brown"
"CASZ1","grey"
"TMEM17","brown"
"LONRF2","turquoise"
"HMBS","green"
"KDM1B","brown"
"KLHDC3","magenta"
"PIWIL4","yellow"
"NHEJ1","green"
"RAB20","cyan"
"ZNF17","brown"
"SPRED2","grey"
"UBTD1","green"
"ANTXR2","brown"
"FLJ42875","magenta"
"NKX2-5","magenta"
"LOC100510740","blue"
"FZD5","green"
"JUP","magenta"
"FAM20C","blue"
"FANCC","blue"
"METT5D1","brown"
"DNASE1L1","turquoise"
"MED25","magenta"
"ZDHHC16","green"
"IMMP1L","grey"
"PFN1","blue"
"YPEL3","turquoise"
"SLC9A7","blue"
"MTMR14","turquoise"
"ORMDL3","brown"
"ZNF385A","blue"
"SORT1","purple"
"CCDC72","pink"
"KIRREL","grey60"
"ARHGAP4","blue"
"ERP29","turquoise"
"TSPAN18","turquoise"
"LOC100190938","yellow"
"CLTB","green"
"KCNH2","magenta"
"AGAP2","turquoise"
"HIST1H1A","grey"
"NBEA","turquoise"
"INSIG1","black"
"DDIT3","grey"
"SNORD116-27","pink"
"EMILIN1","blue"
"C14orf49","black"
"NOTCH1","grey"
"LRRC37A3","grey"
"GHR","yellow"
"C11orf67","magenta"
"FAM149A","brown"
"PTGES3","grey"
"TYW1B","grey"
"ADAL","turquoise"
"TCEA3","turquoise"
"MCFD2","green"
"ZNF713","brown"
"ANKRA2","brown"
"ENG","grey"
"CCNG1","green"
"CLUAP1","brown"
"LST-3TM12","brown"
"FOSL1","red"
"CALB2","black"
"CYGB","grey"
"CD34","grey"
"TTC9","purple"
"FAM96A","turquoise"
"EIF3C","grey"
"ARHGEF9","brown"
"C15orf58","turquoise"
"SLC35E3","brown"
"ZNRD1-AS","brown"
"CPVL","turquoise"
"MOCS2","turquoise"
"FLJ42393","grey"
"AKR1CL1","grey"
"LIPG","red"
"STARD9","grey"
"CD37","blue"
"GNPNAT1","red"
"CDK6","grey"
"SMPDL3A","red"
"KRTAP10-4","grey"
"IL1B","lightcyan"
"LRRC59","red"
"ERC2","purple"
"SPRNP1","grey"
"CABP1","green"
"SLFN12","midnightblue"
"PLEKHA9","grey"
"FAM53B","turquoise"
"KIAA1755","yellow"
"RNU105B","yellow"
"ZNF643","red"
"SNAI1","lightcyan"
"CCDC28A","brown"
"OLFML2A","turquoise"
"SEPN1","green"
"CFHR2","yellow"
"C6orf114","grey"
"SNORD62A","grey"
"STX2","red"
"SLC22A4","red"
"PTGER3","black"
"SMAP2","blue"
"ADAM22","brown"
"ELK1","green"
"GBE1","red"
"TDRD6","grey"
"PTPRB","salmon"
"FAM178A","brown"
"CDKN3","grey"
"ANKRD37","grey"
"PS1TP4","grey"
"TP53INP1","brown"
"RBPMS2","green"
"EPB41L2","yellow"
"GRPEL2","grey"
"PCDH17","grey"
"SNORD56B","blue"
"CA2","grey"
"MFSD1","blue"
"GPR125","turquoise"
"GPRIN3","turquoise"
"C1orf74","turquoise"
"GLYATL2","yellow"
"SLC36A2","grey"
"ZC3H11A","grey"
"FAM189A2","turquoise"
"RHOJ","blue"
"GALNT4","grey"
"DPY19L2P4","turquoise"
"SAP30","blue"
"RPP40","red"
"RPL23AP7","grey"
"ZNF320","brown"
"C15orf56","turquoise"
"C2orf27B","grey"
"MMACHC","turquoise"
"NOTCH4","grey"
"ANKRD44","grey60"
"VN1R1","turquoise"
"DDX21","red"
"TXNDC16","brown"
"MDK","yellow"
"DTWD2","turquoise"
"GTF3A","green"
"MCF2L","salmon"
"OAF","blue"
"SNORD45C","red"
"CD151","grey"
"DACT3","grey"
"PDPN","red"
"MRPL36","grey"
"CPEB3","turquoise"
"IRF1","tan"
"TMOD2","yellow"
"C19orf54","turquoise"
"GSG1L","grey"
"PDSS1","red"
"GRAPL","grey"
"ATL3","blue"
"TNFAIP1","red"
"SOX18","grey"
"SEC11C","red"
"PLS3","greenyellow"
"B3GNT7","green"
"ERO1LB","green"
"PPP1R14A","salmon"
"OVOS","grey"
"CAPN6","yellow"
"YWHAQP8","purple"
"HMGN3","turquoise"
"PARK2","turquoise"
"IL17RD","yellow"
"NIPSNAP3A","grey"
"FLJ11710","grey"
"ADSSL1","turquoise"
"MGC87042","blue"
"SDC4","grey"
"CCDC136","purple"
"SHCBP1","grey"
"RNPEPL1","magenta"
"MIR622","grey"
"GOLGA8B","brown"
"NEURL2","turquoise"
"SSX2IP","grey"
"ARHGAP23","red"
"NUDCD1","red"
"GLYAT","black"
"FLJ38109","yellow"
"RIMS1","grey"
"SPRY1","blue"
"CARNS1","turquoise"
"MRPS18C","grey"
"OR2L8","grey"
"OSGEP","grey"
"PION","brown"
"MED10","red"
"PIP4K2A","blue"
"GPX7","grey"
"DERL1","red"
"GBAP1","yellow"
"DHRS1","brown"
"MCM8","grey"
"OR2J1","grey"
"NEK11","yellow"
"TARBP1","brown"
"IPCEF1","yellow"
"DDX60L","midnightblue"
"CLK1","brown"
"SLC9A1","purple"
"SERINC5","yellow"
"SCN1B","grey"
"HSD17B14","yellow"
"PHKA2","magenta"
"SYTL4","salmon"
"C16orf80","brown"
"THOC5","green"
"SHC2","grey"
"C17orf48","grey"
"NFATC2","grey"
"IQGAP1","blue"
"USP18","midnightblue"
"CHMP5","grey"
"TACC1","salmon"
"APH1B","yellow"
"HDAC11","turquoise"
"KIAA1328","brown"
"FEZ2","brown"
"FAR2","blue"
"NET1","black"
"ITGA6","grey"
"USP46","brown"
"LONRF1","red"
"HIST1H1C","green"
"MTMR4","grey"
"TSFM","turquoise"
"AFAP1","greenyellow"
"ZBTB37","brown"
"SLC29A1","turquoise"
"NT5DC1","turquoise"
"COX7A2","grey"
"SLC30A7","blue"
"UBR1","brown"
"KIAA0226","purple"
"DONSON","red"
"ARMCX1","turquoise"
"RAD51L1","yellow"
"SAMD9","midnightblue"
"GRIN3A","turquoise"
"MRVI1","grey60"
"ABCB6","green"
"LARP6","green"
"CCDC69","magenta"
"WNT2B","grey"
"KRTAP5-1","grey"
"LILRB1","blue"
"TCEA2","brown"
"GAGE12B","grey"
"OR4M2","grey"
"RPGRIP1L","greenyellow"
"EDEM2","green"
"ALOX15B","blue"
"PPTC7","magenta"
"ABHD6","grey"
"PQLC3","yellow"
"RPS26","grey"
"ZNF572","brown"
"TRIB2","grey"
"OR52H1","grey"
"GLDC","grey"
"PIGF","grey"
"GP1BB","turquoise"
"HIST1H3F","blue"
"ODF2L","greenyellow"
"ASB9","grey"
"TUBB4Q","grey"
"ITPKB","grey"
"KLHL4","greenyellow"
"ATXN7L3","green"
"SYK","blue"
"NYNRIN","yellow"
"TMEM194B","grey"
"BZW1","blue"
"ZNF627","brown"
"EPHX1","black"
"NR3C1","yellow"
"APOBEC3A","blue"
"DTX4","yellow"
"DPY19L3","blue"
"OSBPL6","grey"
"ORAI2","red"
"SYBU","black"
"TNFAIP2","tan"
"L3MBTL4","grey"
"MAP3K3","purple"
"PTBP1","blue"
"NDUFA3","turquoise"
"TRIM47","green"
"NOL3","turquoise"
"ACOT1","turquoise"
"CPLX1","grey"
"NIPA2","red"
"LMF1","grey"
"DOPEY2","magenta"
"FBXO45","red"
"TMEM164","green"
"TMC6","grey"
"MAF","blue"
"CDC42EP1","blue"
"MTFR1","green"
"XYLT1","blue"
"PYGO1","blue"
"GABBR2","magenta"
"CCL3L1","blue"
"KIAA1161","grey"
"SEPT4","turquoise"
"CDKN2B","black"
"GOLT1B","red"
"KGFLP2","grey"
"GRIK5","grey"
"C1orf31","green"
"SNORA71C","blue"
"C3orf79","grey"
"TTC30A","turquoise"
"RAB9A","red"
"SLC24A1","yellow"
"SCN9A","yellow"
"PLOD2","blue"
"CECR5","magenta"
"IGSF11","grey"
"SRD5A3","grey"
"TRMT61B","magenta"
"DNM3","yellow"
"NKIRAS1","turquoise"
"C9orf23","turquoise"
"RPN1","red"
"PRR16","grey"
"CHN1","brown"
"TUBE1","turquoise"
"ATF4","blue"
"MCOLN3","grey"
"KIAA1467","grey"
"SDC2","yellow"
"TMEM136","grey"
"HAPLN3","blue"
"LOC100129503","grey"
"NACC2","green"
"TEAD3","red"
"PTPRH","purple"
"TP53I3","grey"
"ZNF223","brown"
"NIPSNAP1","turquoise"
"HBD","grey"
"TRIM2","brown"
"TYRP1","turquoise"
"BHLHA9","grey"
"ANXA5","blue"
"C4orf19","grey"
"BBS4","brown"
"SLC27A1","turquoise"
"HLA-F","midnightblue"
"ZNF816","brown"
"ALPP","grey"
"SEMA6C","turquoise"
"HNRNPA1L2","brown"
"NID2","turquoise"
"GPSM3","blue"
"BASP1","blue"
"ALKBH7","turquoise"
"FAM78B","green"
"FAM111A","midnightblue"
"LOC100132005","green"
"SLC25A13","blue"
"C19orf33","grey"
"GPR111","grey"
"PRIM1","grey"
"CLCF1","red"
"TSTA3","grey"
"PDIA5","blue"
"OTUD7B","grey"
"SLC4A7","red"
"C10orf125","blue"
"METRNL","grey"
"ID2","blue"
"CCDC112","brown"
"CEP192","brown"
"LOC100128252","turquoise"
"PRRG3","grey"
"RFK","green"
"EEF1B2","pink"
"GSK3A","green"
"TTC36","grey"
"ABLIM3","grey"
"SDK2","purple"
"RANBP6","red"
"C3orf26","grey"
"ZNF277","brown"
"SLC25A19","red"
"FAM162A","turquoise"
"C6orf204","grey"
"SPRED1","blue"
"APOOL","turquoise"
"RPL3","blue"
"ZMPSTE24","green"
"C12orf34","green"
"LOC653113","grey"
"RALB","grey"
"TMEM86A","turquoise"
"UTP15","red"
"SLC25A5","purple"
"TMEM161A","magenta"
"PFKP","purple"
"KIF27","brown"
"ZSCAN5C","grey"
"FLJ33360","grey"
"CCT5","red"
"C14orf129","grey"
"GPX4","black"
"GPR137C","brown"
"HRASLS","brown"
"C6orf48","greenyellow"
"ZNF667","brown"
"MZT2A","magenta"
"REXO4","red"
"TMEM204","salmon"
"LOC344887","blue"
"MSL1","blue"
"PET112L","turquoise"
"TDG","red"
"NPIPL2","grey"
"SNORA46","pink"
"TMEM178","turquoise"
"USP11","brown"
"FLNB","blue"
"ANG","black"
"MRPL16","turquoise"
"CCR2","blue"
"SLC45A4","red"
"NDUFS7","turquoise"
"ABO","grey"
"CD99","grey"
"LTV1","red"
"AGPHD1","turquoise"
"SEC61B","blue"
"RPSA","blue"
"ABHD14A","magenta"
"RAB6B","turquoise"
"RRP15","red"
"LOC100287934","grey"
"PTP4A3","turquoise"
"PYCARD","blue"
"PLEKHB2","red"
"FLJ35934","grey"
"PAAF1","brown"
"FAM35A","blue"
"ZNF514","brown"
"GDF11","purple"
"C6orf162","turquoise"
"CDKL3","brown"
"HMGN2","yellow"
"DENND2D","blue"
"CLTCL1","brown"
"MAML3","yellow"
"FAM46A","grey"
"ZBTB25","turquoise"
"CD27","tan"
"SEMA3F","green"
"IGHE","grey"
"TM4SF19","blue"
"SIGLEC14","blue"
"SUGT1P1","turquoise"
"TSPAN6","yellow"
"SGTB","brown"
"HSPG2","grey"
"DOCK6","grey"
"TAS2R46","grey"
"TSPAN11","grey"
"FAM27E3","grey"
"OR13C5","grey"
"TMEFF1","red"
"MIR214","greenyellow"
"SLC26A9","turquoise"
"LOC100133091","grey"
"SH3BGRL","yellow"
"SLC15A3","blue"
"U2AF1L4","turquoise"
"SIGLEC10","blue"
"ZBTB47","grey"
"TLR7","tan"
"C12orf75","grey60"
"CHRNA7","grey"
"SNORD51","blue"
"NCKIPSD","brown"
"HSD11B1","blue"
"ATP11C","blue"
"SCARNA17","grey"
"KIAA1671","yellow"
"CBLB","green"
"GIMAP4","grey"
"SNORA80B","grey"
"RNF5","magenta"
"CDK18","turquoise"
"FLJ37543","grey"
"ROGDI","turquoise"
"AMIGO1","turquoise"
"ZNF471","brown"
"IKZF3","tan"
"ZNF778","grey"
"CDK5","turquoise"
"PTGES","blue"
"MDFIC","brown"
"ZXDA","grey"
"SNCAIP","yellow"
"MGLL","grey"
"RNF25","grey"
"NAPEPLD","turquoise"
"LCE2C","grey"
"SPARC","greenyellow"
"LIMA1","yellow"
"ARHGAP31","green"
"TMEM191A","grey"
"TXNDC9","red"
"EGLN1","green"
"HLA-DQB2","tan"
"ESAM","green"
"PSME2","blue"
"ZNRD1","red"
"TMEM133","brown"
"RPL10A","blue"
"TMEM20","turquoise"
"RPS2","blue"
"POM121L9P","grey"
"IRS1","turquoise"
"ACE","yellow"
"MLLT3","brown"
"MIR148B","grey"
"ECH1","magenta"
"LOC399744","turquoise"
"GPR83","yellow"
"NDUFB1","turquoise"
"NOVA1","grey"
"LCNL1","turquoise"
"C1orf220","brown"
"CYP2D7P1","grey"
"CCDC88C","grey"
"RHOB","cyan"
"EFNA5","purple"
"PPT1","blue"
"PTRF","blue"
"DPH2","red"
"NNT","turquoise"
"HINT3","turquoise"
"PRR4","grey"
"SORCS1","grey"
"POMC","grey"
"GATC","green"
"ACCS","brown"
"SPESP1","grey"
"ROPN1L","grey"
"ACOX2","turquoise"
"SLC5A6","red"
"SYT7","green"
"SLC35C1","red"
"MYOM1","turquoise"
"C6orf226","grey"
"SGK494","grey"
"CDC20","grey"
"ARL15","brown"
"RBM3","blue"
"RG9MTD1","red"
"TMEM87B","blue"
"FCGRT","black"
"KIR2DS5","grey"
"HIST2H2AC","turquoise"
"MRS2","turquoise"
"MAP2K5","brown"
"WDR27","yellow"
"ZNF334","brown"
"KRTAP5-7","turquoise"
"RCC1","red"
"ATL1","grey60"
"ATG4D","green"
"GPR3","grey"
"DCP1B","blue"
"KIF3A","brown"
"IDI2","brown"
"SDC3","blue"
"NBPF14","grey60"
"TCEAL8","turquoise"
"ACAD8","turquoise"
"FAM171B","blue"
"FGD6","turquoise"
"FLII","green"
"SSR3","green"
"PTPRK","turquoise"
"MAGI2","brown"
"ZNF232","grey"
"NIPA1","red"
"CST7","tan"
"RRBP1","blue"
"C19orf12","green"
"JDP2","blue"
"PTPN1","red"
"SOAT1","blue"
"LRRC37B","grey"
"ANXA2P1","blue"
"ZNF366","salmon"
"NOTCH2NL","greenyellow"
"CD5L","grey"
"CLEC2D","yellow"
"CSF2RB","blue"
"C8orf40","turquoise"
"CD200R1","tan"
"PPP1R12C","turquoise"
"PROK2","grey"
"SPRYD4","turquoise"
"HFE","yellow"
"EEF2K","black"
"MIF","blue"
"LCLAT1","purple"
"TMSB4Y","grey"
"LOC284232","black"
"SLC45A1","green"
"GTPBP8","turquoise"
"GLA","blue"
"POLR2J2","grey"
"TTC3","yellow"
"ITGAX","blue"
"LOC100288525","grey"
"GPAT2","green"
"MIS12","red"
"IRX2","grey"
"TRPV1","turquoise"
"PRDM7","grey"
"LCN12","brown"
"SLC46A3","turquoise"
"OR1D5","grey"
"SGK223","salmon"
"RRS1","red"
"SRSF5","brown"
"FLJ39639","grey"
"FPR2","blue"
"SLC30A1","brown"
"C21orf63","cyan"
"DET1","turquoise"
"DYSF","grey"
"FAM107B","greenyellow"
"LOC100508181","red"
"HIST1H3D","blue"
"RASL10B","green"
"FAM90A1","grey"
"RWDD2A","grey"
"TYMS","greenyellow"
"PVRL1","green"
"REEP3","blue"
"PTPLA","turquoise"
"TEF","turquoise"
"RNF5P1","magenta"
"DDAH2","yellow"
"TMSL3","pink"
"ZNF799","grey"
"AGTPBP1","turquoise"
"MRPL46","turquoise"
"NRBF2","blue"
"CXorf48","grey"
"AVIL","grey"
"GNRHR2","turquoise"
"ZNF462","brown"
"ESYT3","grey"
"PUS7","red"
"ARHGEF25","grey"
"TPM4","blue"
"DHODH","grey"
"IGFBP6","black"
"POTEE","pink"
"PCBD2","turquoise"
"GLRX2","green"
"PEAR1","grey"
"HSP90AA2","red"
"TEX9","yellow"
"COL6A2","greenyellow"
"PPP1R16B","grey"
"WDR63","turquoise"
"EEF1A1","greenyellow"
"RBKS","grey"
"TTLL12","green"
"NR3C2","turquoise"
"UBE2M","grey"
"CYP11A1","brown"
"UBXN8","blue"
"HIST1H4E","pink"
"FAM174A","turquoise"
"ZNF323","turquoise"
"CTSB","blue"
"FKBP14","red"
"LRRC49","turquoise"
"TGFBR2","blue"
"TM4SF1","blue"
"HIST1H2BG","grey"
"GPT","magenta"
"PLEKHM1","green"
"SUMO1P3","grey"
"SNTG2","grey"
"CDC14B","brown"
"PRH1","grey"
"FAM114A1","greenyellow"
"DDX12","grey"
"EPN1","green"
"INPP5J","turquoise"
"MORF4","grey"
"ECHDC2","turquoise"
"KIAA0556","purple"
"CHIC2","red"
"DGCR6L","turquoise"
"SHISA5","blue"
"PDP1","turquoise"
"TBXA2R","grey"
"PGBD2","brown"
"NIP7","red"
"GPX1","blue"
"COL4A5","brown"
"C2orf7","turquoise"
"CST3","pink"
"MRPL34","magenta"
"C15orf5","grey"
"SLC25A27","brown"
"LBR","blue"
"SCO1","turquoise"
"CYP2D6","grey"
"MT1P2","cyan"
"PARP9","midnightblue"
"PLXND1","grey60"
"CCDC85C","magenta"
"PUS3","red"
"PCDH1","salmon"
"HIST2H2AA3","green"
"KIF26B","grey"
"SLC41A1","turquoise"
"NMB","black"
"NPY1R","grey60"
"PODXL","green"
"ZFP82","brown"
"WDR12","grey"
"TULP3","blue"
"MASTL","grey"
"ZNF527","brown"
"GRB2","blue"
"OBSCN","turquoise"
"ORM2","grey"
"HDHD1","grey"
"C6orf35","turquoise"
"PGLS","blue"
"C11orf1","turquoise"
"CBR4","turquoise"
"SNORA33","pink"
"GAS2L1","green"
"ACBD5","turquoise"
"GAB2","yellow"
"WT1","grey"
"ZNF143","red"
"PGM5","turquoise"
"ZNF138","brown"
"SNX7","green"
"STK38","purple"
"C7orf70","magenta"
"RHPN2","grey"
"TMEM54","brown"
"GFM2","turquoise"
"RNF126P1","grey"
"H2AFJ","grey"
"CCL19","blue"
"C9orf174","brown"
"CD226","tan"
"TMEM185A","turquoise"
"INPP5F","purple"
"MRPL42","grey"
"ANK1","turquoise"
"NDUFA5","turquoise"
"UBE2Q2P1","yellow"
"HSPA1A","purple"
"DENND2A","turquoise"
"KCNMB4","grey"
"FUS","grey"
"SH3RF3","red"
"PLCL1","turquoise"
"SNORA70F","grey"
"SNX33","grey60"
"S100A7","grey"
"UNCX","grey"
"RORA","yellow"
"SVIL","brown"
"HMGCL","turquoise"
"FRG1","grey"
