"gene","module"
"LINC03124","salmon"
"DPAGT1","grey"
"STK3","purple"
"COX7A1","black"
"CA3","greenyellow"
"ZNF556","grey"
"BCAT2","grey"
"ADO","brown"
"CRKL","blue"
"PSMC3","yellow"
"TFDP1","turquoise"
"SPRY2","purple"
"CHCHD7","grey"
"RAB6C","black"
"NKX3-1","salmon"
"TMEM71","tan"
"IFI35","magenta"
"RBM15","blue"
"TCEA1","brown"
"EIF4EBP2","turquoise"
"TAF10","green"
"SDHAF2","turquoise"
"MVB12A","grey"
"MYL2","grey"
"HSD17B10","grey"
"MTRF1","brown"
"EXOC4","grey"
"CLCN3","brown"
"ROGDI","green"
"NQO1","red"
"MED9","grey"
"TOGARAM1","black"
"RUNX1","grey"
"PHACTR2","purple"
"RAB32","pink"
"ABTB1","grey"
"ABITRAM","green"
"ENPEP","grey"
"BSDC1","yellow"
"SGCD","turquoise"
"CUTC","brown"
"INSIG1","turquoise"
"SOX7","magenta"
"ATXN1","grey"
"UTP4","grey"
"MRPS21","turquoise"
"MLIP","greenyellow"
"DOLK","red"
"NDUFB6","turquoise"
"ANK3","grey"
"MLST8","green"
"PLCG1","red"
"ZNF581","yellow"
"ANKZF1","yellow"
"ACVRL1","pink"
"GNPDA1","blue"
"ATP10D","magenta"
"POLR1G","green"
"RGS2","blue"
"GPRASP2","brown"
"GNPAT","brown"
"SPRED2","red"
"TANGO2","green"
"SLC38A11","blue"
"CDC42","grey"
"KCTD3","brown"
"AVEN","turquoise"
"HTATSF1","green"
"PDGFRA","pink"
"DDX19B","grey"
"KLKB1","grey"
"ZFPM2","grey"
"XRCC5","grey"
"KHDC4","greenyellow"
"SLC25A5","grey"
"PELO","red"
"NR3C1","grey"
"FGF18","lightgreen"
"IL15","tan"
"C7","grey"
"POLR3K","green"
"SEPHS2","brown"
"AGAP4","yellow"
"LANCL1","brown"
"THAP8","grey"
"PYCR1","grey"
"FBL","yellow"
"CSE1L","blue"
"YIPF5","turquoise"
"FANCC","blue"
"PPID","turquoise"
"INSIG2","turquoise"
"SH3BP4","pink"
"KLHL9","magenta"
"CCDC124","yellow"
"RAB31","pink"
"TTC13","brown"
"KRTAP12-4","grey"
"NUDT16L1","green"
"PIAS4","red"
"TCFL5","grey"
"CD2BP2","grey"
"CCDC127","grey"
"RPS17","grey"
"MEGF8","lightcyan"
"IFI16","magenta"
"NUP98","greenyellow"
"HDHD2","black"
"DPYSL4","yellow"
"HSPB3","purple"
"EMC2","black"
"COMTD1","green"
"IGF1R","grey"
"TMCO1","purple"
"MATR3","purple"
"SCAMP4","yellow"
"BTBD1","brown"
"EIF2A","turquoise"
"MITF","brown"
"NOL3","green"
"SPR","turquoise"
"HEY2","green"
"GLO1","turquoise"
"KRTAP19-3","pink"
"ANAPC10","brown"
"POLR2C","grey"
"PEX11A","green"
"COG4","grey"
"TSFM","turquoise"
"RPSA","turquoise"
"RAB11FIP3","grey"
"UBE2V2","brown"
"TCERG1","grey60"
"SPPL2A","grey"
"NRM","red"
"TMED5","purple"
"PAGE5","midnightblue"
"PSMB2","red"
"TBC1D7","turquoise"
"GRPEL2","brown"
"FBXO40","lightgreen"
"OAZ1","red"
"ZDHHC5","lightcyan"
"CREB3","yellow"
"GUF1","turquoise"
"ZNRF2","turquoise"
"TECR","green"
"FAM20B","turquoise"
"CCDC106","midnightblue"
"FLAD1","green"
"MPIG6B","midnightblue"
"STX7","turquoise"
"PRDX4","pink"
"FADS2","pink"
"DAP","pink"
"RBBP8NL","turquoise"
"NECAB3","turquoise"
"RAP1A","green"
"PRSS21","midnightblue"
"EBP","green"
"PTGS1","pink"
"ODAD4","grey"
"ZNF692","yellow"
"RPL37","yellow"
"FGF9","turquoise"
"MARCO","tan"
"SCAMP5","grey"
"VAMP7","brown"
"C11orf68","blue"
"SOX8","midnightblue"
"CD47","grey"
"NSMCE4A","grey"
"UBE2L6","magenta"
"RPS29","brown"
"STON2","grey"
"CIROZ","grey"
"DYNC2I1","turquoise"
"CBX3","brown"
"MTPAP","cyan"
"DNAJB9","salmon"
"KLHL7","brown"
"TIPARP","grey"
"CCM2L","magenta"
"SRSF6","greenyellow"
"SLC12A7","red"
"MED13L","grey60"
"LIG4","salmon"
"EBF1","purple"
"HOXA3","blue"
"FGFR3","red"
"HOPX","black"
"SLC25A27","grey"
"TEFM","brown"
"SIAE","turquoise"
"S100A12","grey"
"NME3","yellow"
"THUMPD1","blue"
"DICER1","greenyellow"
"PEX2","brown"
"BAZ1A","grey"
"FRY","purple"
"SLC29A4","grey"
"RHOT2","blue"
"NUDT22","green"
"UBE2S","green"
"USP15","brown"
"CXCL12","purple"
"PEX16","blue"
"SEC31B","grey"
"RGN","turquoise"
"PROS1","purple"
"PSEN2","green"
"GABARAPL2","green"
"MEF2C","brown"
"STXBP6","grey"
"PSMB1","blue"
"STARD8","magenta"
"ORC2","brown"
"CYYR1","purple"
"RNF181","grey"
"GPR160","purple"
"TMEM204","magenta"
"ANAPC5","green"
"CYGB","red"
"PPA1","grey"
"MRPL43","green"
"MEST","grey"
"SP140L","grey"
"SCAND1","yellow"
"CCZ1B","turquoise"
"HIF1AN","green"
"MAT2B","grey60"
"PFDN4","black"
"ATP5PB","brown"
"BHLHE41","brown"
"GPR137B","pink"
"TRAPPC11","brown"
"CNIH1","brown"
"SAR1A","black"
"KLHDC9","turquoise"
"TMEM97","grey"
"CHIC2","blue"
"CENPN","turquoise"
"CLTC","black"
"ARHGAP44","grey"
"SNRPB","blue"
"C1orf162","tan"
"CSNK2A2","turquoise"
"TUT1","blue"
"HUWE1","green"
"GINM1","cyan"
"ANAPC4","grey"
"C1orf116","grey"
"MAD2L1BP","grey"
"PNMA8A","yellow"
"TRIP11","grey"
"HSD3B7","grey"
"CPEB3","grey60"
"GSTP1","grey"
"CWC27","brown"
"SMIM14","yellow"
"MTERF4","turquoise"
"NUP210","grey"
"ZNF211","blue"
"CLIP2","magenta"
"HSD17B8","green"
"SH2D1A","pink"
"MCFD2","brown"
"JOSD1","blue"
"HSPA9","grey"
"CAPN1","blue"
"STOML1","red"
"SLC11A2","grey"
"IPO13","brown"
"ELP1","turquoise"
"CCS","grey"
"REV3L","black"
"TERF2IP","blue"
"STARD7","grey"
"PPM1M","red"
"YAP1","grey"
"NLRP1","midnightblue"
"TRNT1","turquoise"
"CTSZ","grey"
"PRPF3","blue"
"ACHE","turquoise"
"SSH2","blue"
"RAB7A","green"
"CDK9","blue"
"REV1","grey"
"ACOX1","blue"
"ABHD6","grey"
"BCCIP","turquoise"
"REXO4","turquoise"
"VRK2","black"
"EHD4","red"
"SMPDL3A","brown"
"IPPK","grey"
"ANGPT2","grey"
"TNS2","blue"
"ZNF395","cyan"
"LINC00158","black"
"PFDN1","green"
"EIF2B2","grey"
"GEMIN4","blue"
"ATG4A","brown"
"C19orf12","brown"
"FAM20C","green"
"COX7B","brown"
"SKIC3","brown"
"PPP1R26","lightcyan"
"BLOC1S1","grey"
"BRK1","green"
"RBFOX1","grey"
"TMTC1","grey"
"ZMPSTE24","purple"
"ANKRA2","turquoise"
"KIAA0513","green"
"AQP7","grey"
"MTDH","black"
"COPS3","brown"
"ALKBH8","brown"
"ARHGAP25","magenta"
"SULT1A2","grey"
"DHTKD1","turquoise"
"STAMBPL1","grey"
"ZFYVE16","black"
"ANKRD10","greenyellow"
"MAPK3","blue"
"LILRB2","tan"
"LRRN3","grey"
"SLC25A14","pink"
"FLYWCH1","grey"
"USP32","brown"
"SYT17","grey"
"GRB2","blue"
"ANKRD29","purple"
"DOCK2","tan"
"TBC1D23","grey"
"TPD52L2","grey"
"PRPF8","grey"
"SPG11","grey"
"NKIRAS2","green"
"BMS1","turquoise"
"MAP10","turquoise"
"RCAN3","midnightblue"
"EIF4B","grey"
"SPATA46","grey"
"MEF2D","blue"
"SIRT3","grey"
"RAD21","purple"
"ASRGL1","grey"
"SMG7","green"
"POLR2A","yellow"
"SESTD1","purple"
"DHRS7B","salmon"
"SEPTIN2","blue"
"PPP1CC","brown"
"SNRPC","grey"
"PRKRA","brown"
"SIGIRR","green"
"SUGCT","brown"
"CD3D","tan"
"CHCHD1","turquoise"
"C19orf47","grey"
"LRP10","yellow"
"TNNT1","grey"
"ARHGEF10","purple"
"SLC7A5","grey"
"ITM2B","purple"
"GDF10","pink"
"OSTM1","brown"
"PCTP","turquoise"
"ADK","brown"
"TBC1D14","green"
"CHAMP1","blue"
"GTF2H3","brown"
"APBA3","grey"
"RAB2B","greenyellow"
"FAM185A","grey"
"CLCN6","blue"
"PLPP3","purple"
"DNAAF3","turquoise"
"JAG2","yellow"
"STX8","turquoise"
"RALBP1","brown"
"MYL1","turquoise"
"JAM2","magenta"
"PBX1","black"
"TBX1","grey"
"ATP5F1D","green"
"PAPSS2","grey"
"WTAP","salmon"
"PSMA6","black"
"COQ4","grey"
"VARS2","grey"
"YY1","cyan"
"CRYM","grey"
"UBXN1","grey"
"CLTA","blue"
"FOXO4","lightgreen"
"PPP2R3A","brown"
"DBNL","red"
"COX5B","turquoise"
"MOB1B","black"
"EXOC3","yellow"
"ABCC1","brown"
"ANGPTL1","grey"
"HMGB3","grey"
"CAMSAP1","blue"
"SLC66A2","grey"
"PTPDC1","turquoise"
"NAP1L1","brown"
"MTSS1","blue"
"PPIL4","purple"
"SPEN","blue"
"CASQ1","grey"
"CAPN3","blue"
"AP3S2","green"
"MDK","magenta"
"DRAM2","brown"
"NUCB2","black"
"UBFD1","yellow"
"PEX14","green"
"SELP","yellow"
"PRDX1","blue"
"SIM2","grey"
"STK4","pink"
"TRAM1","purple"
"RPF1","black"
"SMIM7","blue"
"MPRIP","grey"
"HPS6","red"
"PTGES3","purple"
"ZER1","grey"
"TIMM44","green"
"ANAPC15","green"
"HDGF","grey"
"ATF1","brown"
"C1orf50","blue"
"SOX4","grey"
"CBX5","turquoise"
"MMUT","turquoise"
"GNPTG","yellow"
"SNRNP200","blue"
"GLT8D1","grey"
"FAF2","blue"
"D2HGDH","yellow"
"CLDN7","turquoise"
"SLC35E1","green"
"TBX3","red"
"HYAL2","grey"
"TMEM47","purple"
"PSMD12","green"
"DPP3","salmon"
"POLDIP3","yellow"
"SLC35E3","brown"
"RNF113A","grey"
"L2HGDH","brown"
"SLC3A2","grey"
"MLF2","green"
"PARD6A","lightcyan"
"IL16","lightgreen"
"DCAF7","salmon"
"MNAT1","grey"
"MATN4","grey"
"EMD","blue"
"PSME4","turquoise"
"OGA","grey"
"CYFIP2","grey"
"GNPTAB","turquoise"
"C1QTNF5","grey"
"PSMB10","lightcyan"
"ZMAT2","grey"
"ARHGAP35","midnightblue"
"CXCL17","midnightblue"
"CYP4X1","salmon"
"IK","grey"
"RPL26L1","turquoise"
"MYO6","purple"
"TINAGL1","magenta"
"MRFAP1","greenyellow"
"UBE2R2","grey"
"ZNF777","blue"
"SCAMP2","blue"
"MTRF1L","turquoise"
"NENF","grey"
"TFAM","grey"
"ARHGEF3","grey"
"TAF1D","greenyellow"
"CKAP5","grey"
"OXSM","turquoise"
"SPMIP6","turquoise"
"PMPCB","brown"
"RILPL1","turquoise"
"PSMD4","green"
"EIF1AD","blue"
"KRT10","green"
"CDK8","brown"
"SDHA","turquoise"
"PIGV","yellow"
"GRIA2","blue"
"TMEM74B","magenta"
"LTBP3","grey"
"PIGT","grey"
"MFN1","brown"
"NAV1","magenta"
"GATA6","grey"
"TPP2","black"
"CUL3","brown"
"FAF1","lightgreen"
"TMEM117","brown"
"PSMF1","brown"
"DPCD","turquoise"
"SHMT2","turquoise"
"MYO1B","black"
"CEACAM1","magenta"
"ODF4","midnightblue"
"PPIP5K1","grey"
"CMTM6","pink"
"TAPT1","black"
"OLFML1","pink"
"UBE2L3","blue"
"RELA","yellow"
"CCNY","cyan"
"MAPRE3","green"
"CDH5","grey"
"PAQR3","brown"
"DEK","brown"
"POGK","red"
"NLRX1","grey"
"ERGIC3","green"
"HEBP2","turquoise"
"DCAF11","yellow"
"SH2B2","green"
"LMO7","greenyellow"
"PUM1","purple"
"NAP1L4","green"
"PCNX4","blue"
"RBBP6","greenyellow"
"SLC29A2","grey"
"RAPGEF5","grey60"
"GGA2","turquoise"
"CAMLG","grey"
"NOCT","blue"
"RWDD1","turquoise"
"ELP2","grey"
"RPN2","cyan"
"SPRTN","purple"
"EXOSC3","grey"
"ANK2","brown"
"STBD1","grey"
"SPIB","brown"
"CLIC6","turquoise"
"GAS6","red"
"IGSF1","grey"
"COX8A","turquoise"
"FRMD4A","purple"
"ELOA","lightcyan"
"SLCO4A1","grey"
"SYF2","black"
"MED16","grey"
"LSR","red"
"ANTKMT","grey"
"ROCK2","black"
"RPS19","yellow"
"GSTO2","midnightblue"
"TSPAN15","green"
"RPRD2","grey"
"PTCRA","grey"
"LYG1","grey"
"ETHE1","grey"
"PIGH","brown"
"FKBP3","black"
"SSNA1","green"
"ACSL3","black"
"YWHAE","turquoise"
"MECR","lightcyan"
"SLC2A3","yellow"
"IFT25","black"
"ADD1","blue"
"INSR","grey"
"FXYD5","tan"
"CPT2","turquoise"
"AHI1","grey"
"TRIM23","black"
"INHBE","grey"
"PARM1","midnightblue"
"MDH2","turquoise"
"FAH","green"
"RPS27A","purple"
"NUDT21","grey"
"WDTC1","green"
"LTV1","green"
"RBL2","grey"
"CPSF2","turquoise"
"TMEM160","green"
"ESF1","brown"
"LAPTM4A","grey"
"RPP21","red"
"FCHSD2","purple"
"MOSPD1","brown"
"TERF1","cyan"
"NDUFB9","lightcyan"
"AQP2","grey"
"UBE2W","grey"
"USP46","turquoise"
"ZMYM3","blue"
"ENTREP3","turquoise"
"SCAMP3","blue"
"ANTXR2","pink"
"BACH1","grey60"
"WNK1","turquoise"
"GPATCH3","blue"
"COX7A2L","turquoise"
"EXD2","grey"
"GMFG","grey"
"ZIC5","midnightblue"
"GIPC1","brown"
"NSFL1C","grey"
"TNFRSF1A","red"
"STOML2","green"
"MASTL","grey"
"BCAP29","turquoise"
"LIN7B","green"
"PPIE","yellow"
"EIF3H","brown"
"FARS2","turquoise"
"DNAJC24","brown"
"CELSR2","grey"
"CSTF3","grey"
"PDCL3","green"
"MASP1","grey"
"OSTC","grey"
"ELOC","brown"
"CD44","lightgreen"
"TGFB3","grey"
"IRF2","grey"
"ZNF239","black"
"TALDO1","blue"
"GAB1","grey"
"ERAP1","lightgreen"
"RPS9","grey"
"UBA1","grey"
"CHST10","salmon"
"MYL11","grey"
"MAN2C1","greenyellow"
"PNRC2","purple"
"MINPP1","black"
"TNFRSF25","magenta"
"CCDC43","turquoise"
"SPPL2B","grey"
"SNX10","tan"
"SRSF9","pink"
"ALG6","brown"
"DOCK11","tan"
"TAF1C","blue"
"ADAMTS9","grey"
"CAMKK2","turquoise"
"GRHPR","lightcyan"
"PHPT1","grey"
"ZNF770","midnightblue"
"MED28","green"
"TNFAIP1","lightcyan"
"KIF25-AS1","grey"
"PTPRR","salmon"
"TMEM50A","grey"
"SPTB","turquoise"
"AKR1B1","turquoise"
"ALOX5","tan"
"SOHLH2","black"
"PLCXD1","yellow"
"DCUN1D2","green"
"SPRYD3","grey"
"RANBP1","blue"
"SUGT1","turquoise"
"TCEAL4","brown"
"RGS11","red"
"FAM241A","grey"
"RAP2C","grey60"
"FPGS","grey"
"ABCB6","green"
"ADGRE3","lightgreen"
"CENPB","green"
"GNLY","grey"
"EEF1AKMT1","grey"
"TOR1AIP1","grey"
"TSEN15","purple"
"DTNBP1","turquoise"
"CLIP3","red"
"COPZ1","green"
"SND1","green"
"RAPGEFL1","midnightblue"
"MRPS18A","green"
"PVR","grey"
"STAT5B","grey"
"MMADHC","brown"
"COX4I2","magenta"
"TPM1","grey"
"SIX2","grey"
"MYOM2","greenyellow"
"HSP90AA1","brown"
"SFRP4","pink"
"LPAR1","purple"
"THRSP","grey"
"CD200","purple"
"PRKAR2A","turquoise"
"NBPF1","greenyellow"
"ATP1B3","salmon"
"ARL4A","magenta"
"HJV","brown"
"UFC1","grey"
"SPINK6","grey"
"PRPF19","red"
"DUS3L","yellow"
"EEF1AKMT4","green"
"HNRNPLL","black"
"RAB8A","tan"
"CACNB2","grey"
"TMEM123","purple"
"TMA7","grey"
"DCAF12","purple"
"ING2","grey"
"LPCAT4","pink"
"FCRL2","lightgreen"
"TMEFF2","grey"
"MAN1A1","purple"
"ERBIN","grey"
"TNFRSF11B","grey"
"TM2D1","grey"
"MSH6","grey"
"ATP6V1B2","turquoise"
"BTG3","pink"
"FAM156A","grey"
"ZNF146","black"
"LRRC20","grey"
"POLR2H","grey"
"PI4KA","blue"
"UBE2J1","blue"
"SIPA1L2","green"
"CYC1","turquoise"
"ARHGEF4","yellow"
"DHRS9","magenta"
"RAD23A","grey"
"CYB5R1","grey"
"FAM222A","turquoise"
"ITM2C","red"
"TCEA2","yellow"
"CPD","purple"
"RAPGEF3","red"
"SHPK","red"
"OTUD4","brown"
"ILK","blue"
"TMOD1","grey"
"SMS","green"
"BRF2","yellow"
"MRPL42","brown"
"CYBA","tan"
"SHOX","lightgreen"
"PLAG1","yellow"
"SGSH","grey"
"SMAD2","turquoise"
"RBM12B","cyan"
"NOP56","yellow"
"PLLP","red"
"LENG8","midnightblue"
"IGSF21","blue"
"TPPP2","turquoise"
"MTERF3","grey"
"PIDD1","red"
"POLR2D","brown"
"TMEM51","red"
"DHX58","magenta"
"BNIP2","brown"
"ATG5","black"
"RAI14","grey"
"MS4A8","grey"
"HOXA11","green"
"CRNKL1","grey"
"GLUD1","turquoise"
"CXXC1","blue"
"ZNF532","brown"
"YWHAZ","purple"
"PIK3CD","tan"
"BCOR","grey"
"PNKP","lightgreen"
"ZNF578","yellow"
"BLCAP","green"
"ITGBL1","pink"
"ELF2","purple"
"RBM12","blue"
"ARHGEF9","brown"
"PCGF1","turquoise"
"ARRDC1-AS1","grey"
"AHCY","grey"
"SFXN5","salmon"
"FBXL6","grey"
"TMEM216","magenta"
"NCF4","tan"
"NPTX2","greenyellow"
"SLC44A5","yellow"
"NAXD","grey"
"ATP6AP1","grey"
"B3GNT5","blue"
"SLC41A3","blue"
"ZNF827","grey"
"KLC1","green"
"TOR3A","turquoise"
"VIPAS39","grey"
"MRPL19","brown"
"LRRC17","pink"
"NRSN2","midnightblue"
"EIF4ENIF1","grey"
"GLRX","blue"
"GCDH","turquoise"
"RNPS1","green"
"ALDOA","green"
"UBC","grey"
"CLCN7","blue"
"DAZAP2","salmon"
"PLPP7","greenyellow"
"JAK1","brown"
"CARD19","grey"
"CDK2AP2","red"
"DCDC2","grey"
"ADIPOR1","turquoise"
"IREB2","brown"
"TNFAIP8L1","magenta"
"PKD1","grey"
"HELQ","brown"
"TBRG1","yellow"
"CPLX2","turquoise"
"POPDC1","turquoise"
"EIF4G1","green"
"DCBLD2","blue"
"MFF","brown"
"REXO2","turquoise"
"SUGP2","blue"
"APRT","green"
"ZBTB4","blue"
"SNCA","grey"
"GTF2A2","green"
"KLHDC3","green"
"RNF19A","purple"
"TRIM8","red"
"EP300","blue"
"SMYD3","green"
"HSP90B1","black"
"ALG5","turquoise"
"CIMAP1A","grey"
"YAE1","turquoise"
"TEDC1","grey"
"REEP6","turquoise"
"ZNF830","yellow"
"BTN3A3","magenta"
"MORF4","brown"
"ROCK1","grey"
"ITPA","green"
"DMRT1","lightgreen"
"DAD1","grey"
"WDR48","grey"
"RINL","grey"
"CALCOCO2","grey"
"FDX2","green"
"URB1-AS1","green"
"ZNF83","grey60"
"TEK","purple"
"RPL29","grey"
"VARS1","grey"
"ANKRD35","green"
"ADAM17","yellow"
"LY96","pink"
"PPP2R1A","greenyellow"
"RHOA","red"
"RAB29","turquoise"
"PEBP1","grey"
"SMPX","black"
"BST2","magenta"
"TSC2","grey"
"DHCR7","green"
"ALS2","brown"
"OTUB1","grey"
"SEC23A","brown"
"CDK10","red"
"SNHG32","green"
"TMEM268","black"
"COG2","lightcyan"
"DDX11L2","midnightblue"
"ATP6V1B1","grey"
"ACLY","purple"
"ZNF767P","yellow"
"SLC35A1","grey"
"CCDC6","brown"
"RHOBTB3","yellow"
"AGPAT2","red"
"AGGF1","black"
"EVI5","yellow"
"STRAP","turquoise"
"UEVLD","turquoise"
"TMEM175","yellow"
"HMOX1","grey"
"FIG4","grey"
"XPC","yellow"
"RAB9A","grey"
"EVI2B","tan"
"TESK1","grey"
"B4GALNT1","grey"
"DCTN1","green"
"KDM3A","grey"
"LHX6","red"
"SLC35A5","red"
"PEPD","grey"
"TRAPPC4","grey"
"BACE1","brown"
"KREMEN2","lightgreen"
"DCUN1D1","brown"
"PSMD1","green"
"KLHL5","red"
"ARL6IP4","blue"
"MPP1","turquoise"
"PTGR3","turquoise"
"ZBED5","purple"
"GLA","grey"
"RNASEH1","turquoise"
"AKAP17A","blue"
"GMPS","turquoise"
"GDPD5","brown"
"LINC00663","grey"
"ABHD12","pink"
"AUP1","green"
"MST1","blue"
"FBXO27","turquoise"
"COX7C","black"
"ACOT7","red"
"SYTL4","pink"
"TBCE","brown"
"WDR54","red"
"RFX1","greenyellow"
"DUSP26","green"
"ATP6V1E2","turquoise"
"PTK2","brown"
"NPDC1","yellow"
"GJA9","grey"
"BUD23","grey"
"ETFA","turquoise"
"EML2","grey"
"DHRS3","yellow"
"CUEDC2","green"
"PPM1F","grey"
"NET1","grey"
"GPER1","magenta"
"MRPL33","brown"
"AKT1S1","grey"
"HAUS4","grey"
"GRM4","midnightblue"
"PAM16","green"
"NDUFB1","brown"
"CCDC121","grey"
"NELFE","red"
"MRPS31","brown"
"ATG101","green"
"EIF3M","brown"
"CLTB","green"
"APBB1","green"
"FAM131A","grey"
"IARS1","brown"
"TREX1","grey"
"TNNC1","grey"
"TNNT3","grey"
"SARAF","brown"
"TMEM62","turquoise"
"ADM","blue"
"SSBP4","yellow"
"TLE4","blue"
"MAP4K4","green"
"ZMYM2","brown"
"EOLA1","turquoise"
"ZMYND8","grey"
"TKT","grey"
"CMTM4","green"
"SEMA6A","grey"
"ECI1","grey"
"TAF9","turquoise"
"PABPC3","yellow"
"LTC4S","red"
"EMILIN1","red"
"CTPS2","blue"
"ELOVL5","red"
"SLC38A7","turquoise"
"LGMN","pink"
"SLK","brown"
"CRY1","greenyellow"
"UCK1","green"
"CPNE1","blue"
"POLR2M","turquoise"
"TP53I3","grey"
"MRPL49","blue"
"SLC4A11","red"
"CWF19L2","blue"
"DPP4","pink"
"PHF5A","grey"
"RBM10","grey"
"PRKDC","grey"
"TMUB1","green"
"DUSP14","grey"
"SELENOO","grey"
"TTF1","green"
"SUB1","brown"
"MCEE","brown"
"ITPR3","red"
"ZFR","brown"
"ACTR10","brown"
"NMD3","brown"
"ELOB","grey"
"CYB561A3","grey"
"EIPR1","green"
"JKAMP","brown"
"DCUN1D4","brown"
"CLUAP1","grey"
"TIMM9","brown"
"RGS6","grey"
"ENTREP1","grey"
"CLIP4","grey"
"LEFTY2","grey"
"SP110","magenta"
"FSAF1","grey"
"WBP2","grey"
"POLR2I","green"
"CTXN1","midnightblue"
"USP9X","grey"
"MFSD1","brown"
"POLK","yellow"
"STAT2","magenta"
"RBCK1","yellow"
"ARFGAP3","salmon"
"F10","pink"
"SOX13","red"
"RNF146","turquoise"
"CHRND","grey"
"BLVRA","brown"
"RASA3","blue"
"APPBP2","blue"
"FHIT","turquoise"
"ANXA11","yellow"
"TMEM184C","black"
"DPF3","turquoise"
"STEEP1","grey"
"VPS36","brown"
"TNFRSF10A","grey"
"NUDT15","green"
"TBC1D17","grey"
"SACM1L","grey60"
"CCDC12","yellow"
"ATP6V0E1","grey"
"POLR3E","turquoise"
"RPS13","grey60"
"MAML3","cyan"
"DHX36","green"
"SPHK2","pink"
"EAPP","pink"
"GANAB","grey"
"ARCN1","greenyellow"
"POM121","blue"
"PDE2A","grey"
"HNRNPA3","blue"
"UGCG","cyan"
"EXOSC8","blue"
"PIGN","turquoise"
"UBE2G2","green"
"PSIP1","purple"
"SEMA4B","grey"
"ATXN2","blue"
"BCHE","grey"
"FIBP","green"
"BRIX1","purple"
"GARRE1","blue"
"DCAF13","turquoise"
"UBE2E1","turquoise"
"ZNF621","turquoise"
"GALNT11","turquoise"
"ALG14","salmon"
"RAB3GAP2","brown"
"HSF1","green"
"PNP","red"
"RTN4","grey"
"SIX5","blue"
"SLC36A2","brown"
"TRAK1","turquoise"
"RCL1","grey"
"LNX2","grey"
"RHBDF2","lightgreen"
"ILF3","grey"
"IPO11","green"
"PSENEN","green"
"MDGA1","midnightblue"
"ZFP62","grey"
"TSPAN6","brown"
"PDE1A","pink"
"RRM1","grey"
"NCKAP1L","tan"
"CCT3","green"
"VDAC2","lightcyan"
"PALLD","purple"
"ANKDD1A","pink"
"ENKUR","grey"
"GBP1","magenta"
"ADGRF5","blue"
"SLC27A5","green"
"NBPF15","greenyellow"
"DNAJC10","black"
"RFTN2","magenta"
"UBE2N","grey"
"CEBPZ","grey60"
"UQCRQ","turquoise"
"ANKFY1","blue"
"MRTFA","grey"
"NOC4L","grey"
"TBX10","midnightblue"
"KMT5B","blue"
"ATPAF1","brown"
"PLIN1","blue"
"ZNF516","black"
"FOXRED1","lightcyan"
"CUX1","black"
"FANCL","blue"
"SLC28A1","midnightblue"
"RAB3IP","grey"
"AKAP8","blue"
"VCP","grey"
"USP28","green"
"RPAP2","cyan"
"LRSAM1","blue"
"ANGPT4","grey"
"ACAA1","green"
"TMEM132A","midnightblue"
"DPY19L2","turquoise"
"KRTAP10-10","turquoise"
"EPS15L1","turquoise"
"ORC3","brown"
"CD48","tan"
"HMGCR","purple"
"M6PR","grey"
"TDG","salmon"
"PELI1","pink"
"IL1RAP","yellow"
"LRP5","grey"
"CFAP107","blue"
"TACO1","lightcyan"
"FNDC3A","grey60"
"SDF2L1","grey"
"NPC1","blue"
"LSMEM2","turquoise"
"CNN2","midnightblue"
"NCOA6","blue"
"GULP1","turquoise"
"FAM174A","green"
"RAB18","turquoise"
"CUL1","grey"
"NR4A3","grey"
"YRDC","grey"
"ANGPTL7","grey"
"NDUFA2","turquoise"
"GOLT1B","black"
"ASB1","green"
"SEC62","brown"
"PIAS3","yellow"
"CSGALNACT2","turquoise"
"AASDHPPT","brown"
"AP2S1","blue"
"RAB21","green"
"DCTN5","grey"
"MACIR","grey"
"HACL1","grey"
"C17orf75","turquoise"
"TLR2","tan"
"HTR7","green"
"HNRNPL","grey"
"TRIM47","red"
"INPPL1","lightcyan"
"OSGEP","grey"
"SNRPG","turquoise"
"ZC2HC1C","grey"
"RALGPS1","turquoise"
"LRRC28","green"
"NFIB","grey"
"CENPBD2P","green"
"CHFR","turquoise"
"RBMX2","midnightblue"
"ASH2L","blue"
"SLC44A1","purple"
"SMARCA2","grey"
"SLC25A43","pink"
"ARHGAP15","tan"
"NPM1","grey"
"H4C4","grey"
"FRMPD1","midnightblue"
"WDSUB1","grey60"
"CLEC1A","magenta"
"ARMCX1","brown"
"IFNGR2","grey"
"SCYL2","turquoise"
"CSF3R","grey"
"ZMYM6","yellow"
"PLSCR3","red"
"SMR3A","midnightblue"
"MMGT1","brown"
"SLC25A26","green"
"NSRP1","brown"
"CLASP1","greenyellow"
"NFE2L2","purple"
"WDR25","grey"
"GAL3ST2","midnightblue"
"GNL3","green"
"SLC13A3","turquoise"
"TEAD4","grey"
"NDUFAB1","turquoise"
"ELAC2","grey"
"RIMKLA","midnightblue"
"OGT","blue"
"SIRT1","grey60"
"CYB5D2","turquoise"
"DYNC1LI2","yellow"
"RNF26","grey"
"PPP3CC","purple"
"EID2","grey"
"MYH2","black"
"NAB1","magenta"
"TNFAIP3","turquoise"
"KLF12","grey60"
"MRPS7","turquoise"
"NLN","grey"
"LSM4","green"
"NCLN","green"
"MTERF2","black"
"EXOSC1","lightgreen"
"UBA7","magenta"
"GSE1","grey"
"DIABLO","black"
"PRKACA","green"
